unb;pdv
878928;13297
542644;12020
637858;90123
542644;50428
542644;84119
1320009;13845
987280;11205
1320009;9786
542644;20960
669261;9049
995975;8652
495352;3721
376469;141
995975;11009
376469;1664
995975;4597
376469;7402
376469;135
376469;9637
376469;10106
376469;7996
376469;5628
995975;13257
376469;5869
1320009;31176
376469;9862
376469;9628
376469;8604
376469;7320
995975;6042
987280;12800
542644;69538
542644;79425
542644;95690
542644;57734
987280;20416
987280;18018
542644;59597
542644;35933
542644;64237
542644;6116
542644;63362
542644;51678
987280;18549
542644;87994
542644;14180
542644;73053
724009;17970
734004;19720
1120000;50585
734004;10788
987280;7083
724009;19194
724009;16422
724009;3181
724009;4555
1716000;94199
992453;6937
542644;26566
1120000;2696
542644;46436
987280;12329
542644;52142
542644;54566
542644;69785
542644;21381
987280;20495
542644;21697
542644;36353
542644;20848
987280;7116
1716000;2730
542644;24616
542644;78997
542644;45450
542644;63996
542644;66101
542644;24345
995975;11756
857890;50538
376469;2650
376469;4644
376469;2157
995975;5576
637858;92852
703133;2306
703133;3980
995975;34870
995975;33383
1320009;15653
107000;2236
107000;365
970751;7212
360384;25829
360384;20637
724009;3579
1120000;2937
1120000;2737
1016261;1261
992453;3179
734004;20769
542644;14593
542644;9071
542644;54259
542644;20169
542644;45306
542644;12625
542644;88664
987280;19583
542644;74939
542644;17496
542644;66541
542644;59946
542644;24834
542644;61472
542644;79544
542644;53923
542644;36947
542644;46214
542644;44155
542644;42013
542644;48807
542644;34140
542644;37229
542644;68580
1716000;91635
542644;70396
741795;36
542644;70471
542644;21075
542644;20123
987280;10698
542644;3800
542644;10248
542644;89396
542644;53330
542644;29820
542644;1873
542644;17826
1716000;13498
542644;57161
1716000;5472
542644;86574
542644;70492
669261;4454
542644;11501
1716000;17692
542644;88496
542644;23030
542644;3698
542644;95842
542644;25454
542644;74718
542644;85087
542644;7235
542644;39595
542644;45843
542644;25451
542644;20706
542644;7349
542644;97869
542644;69384
542644;22950
542644;87638
542644;49718
542644;16246
669261;7520
542644;48443
542644;17758
542644;83908
542644;22977
1716000;18733
669261;4737
542644;91013
542644;4853
542644;74773
741795;6316
542644;25729
542644;42617
542644;74725
542644;3624
542644;50174
1716000;92660
1716000;19319
724009;3622
992453;6782
992453;2446
724009;16505
724009;5485
992453;6901
992453;6817
1120000;15670
724009;4685
107000;1004
992453;3611
1320009;30854
542644;71203
724009;19545
1120000;2898
724009;18778
376469;1880
992453;3823
542644;92731
734004;19869
542644;6495
669261;5119
703133;1033
542644;89786
970751;529
724009;16600
542644;87883
987280;4216
360384;25183
542644;28976
542644;80610
619132;73240
542644;1092
857890;50376
857890;55083
857890;254
107000;3367
107000;8597
987280;18808
1320009;6656
542644;90383
360384;23022
1320009;5541
360384;60110
360384;26483
698008;27160
724009;19424
542644;18428
669261;4473
992453;5700
992453;1881
992453;3831
992453;1507
724009;51469
1120000;2032
987280;18361
741795;5426
987280;11790
542644;10027
542644;6608
669261;97725
542644;20314
542644;44211
987280;167
987280;5363
1716000;18868
741795;5769
1716000;10814
987280;2839
542644;52465
987280;930
542644;45092
542644;47830
987280;12983
542644;72646
987280;9154
542644;59718
1716000;18089
542644;86447
600741;781
542644;87615
669610;4347
1716000;90220
669610;5329
1716000;14235
669261;5062
542644;79311
987280;11106
987280;18877
542644;36978
542644;98594
542644;47264
1582003;23924
360384;24116
360384;26400
376469;7742
1320009;19003
703133;861
1320009;23706
495352;5158
703133;176
376469;5271
703133;1156
995975;6952
669261;3241
542644;11249
1716000;10485
669610;1334
542644;28889
606634;95719
669610;4895
542644;60430
1716000;18562
1716000;12615
542644;45845
542644;28971
542644;49283
542644;88805
542644;86936
542644;70399
600741;2467
542644;25456
542644;78081
542644;6563
1716000;93244
606634;92506
542644;31495
741795;3211
542644;23622
542644;51160
606634;2139
542644;94326
669261;4666
542644;30932
542644;76836
1716000;17024
542644;72389
1716000;17828
542644;49576
542644;59465
996122;97704
542644;45171
542644;18966
669261;3470
542644;54246
542644;79514
542644;92611
1716000;17937
542644;17404
542644;19074
1716000;16812
542644;35697
542644;21456
542644;48441
741795;2477
542644;4257
542644;78021
669261;3383
724009;16064
992453;4199
992453;3945
734004;18464
734004;90810
734004;81409
734004;18202
734004;70037
734004;10824
992453;3955
724009;19514
360384;22683
878928;12059
1131001;6260
1017039;130
360384;20763
360384;24333
1017039;8470
360384;26445
323527;17924
323527;11824
1863002;36872
295370;30194
698008;25832
698008;24820
698008;24705
599719;1509
698008;30757
295370;31524
295370;33192
295370;30025
698008;29984
295370;26027
1863002;29087
1863002;33283
698008;30209
295370;34525
107000;28571
619132;74306
619132;73195
619132;71488
1320009;31459
857890;51114
619132;73851
619132;73320
1320009;9652
637858;91561
619132;72567
857890;50027
376469;1555
613673;980
542644;98591
987280;8086
987280;11769
987280;10909
1716000;93368
606634;90827
987280;11067
542644;48493
542644;4060
495352;7797
606634;1846
1716000;93730
703354;3877
613673;673
542644;32389
613770;3428
542644;67152
542644;95692
613770;521
669261;4420
987280;2690
987280;18597
495352;8987
600741;2426
1716000;17633
613770;4001
542644;88943
542644;92441
613770;4144
669610;4779
542644;89345
542644;40118
669610;5417
1716000;92249
996122;96046
542644;88904
542644;4256
542644;3606
987280;19999
542644;20575
542644;3058
542644;26083
987280;11044
1716000;11461
542644;26195
741795;1414
613673;4293
987280;8867
542644;74676
987280;8774
669261;4944
996122;97708
542644;87964
542644;25048
542644;92268
741795;6321
669261;3730
741795;1535
1716000;10697
542644;80354
1716000;80265
542644;26048
987280;2473
987280;17324
1716000;16643
669261;4911
542644;1919
1716000;16475
542644;63201
987280;529
495352;6198
987280;19589
376469;4225
542644;90189
613673;788
542644;64141
669261;4023
542644;22306
600741;1671
542644;3574
613673;2514
987280;11327
669610;83781
542644;89556
613673;1230
613673;2454
600741;1466
734004;1898
1016261;2139
724009;13990
734004;9185
992453;4790
724009;19471
724009;18599
1016261;1137
734004;21287
734004;17479
734004;97497
724009;18709
992453;2969
734004;22402
724009;51042
734004;97849
992453;5956
724009;19792
734004;19351
724009;8939
724009;18730
992453;6629
724009;8219
1120000;2437
724009;7128
724009;19122
1120000;209
724009;6127
1016261;1795
1016261;2267
1120000;2850
1120000;50616
323527;18378
323527;8653
1131001;8458
857890;50216
1131001;8683
1131001;8131
323527;22559
970751;6830
1863002;37745
970751;7187
1320009;16250
1863002;27144
360384;25728
619132;73772
970751;5272
323527;19316
1131001;3726
970751;5816
360384;26412
1863002;33521
1863002;34891
970751;5256
613339;9456
1320009;12830
970751;6407
542644;30751
376469;683
376469;6194
295370;28944
970751;5412
1131001;7746
1131001;8865
703133;1880
542644;98861
1016261;346
1716000;94100
295370;26534
970751;6334
703133;1819
857890;50399
323527;19627
698008;19172
542644;10563
734004;18017
295370;35742
613770;805
613673;1142
360384;25338
724009;8513
613673;4807
1320009;98040
495352;9301
669610;4908
542644;30702
857890;493
1716000;78437
542644;26430
542644;14807
1716000;1286
741795;61133
542644;22041
698008;30118
323527;18029
542644;10348
1863002;34877
542644;64197
734004;81872
542644;92273
698008;32430
1863002;192
1716000;19199
992453;5072
734004;6999
734004;12769
107000;9161
107000;52
376469;9818
613673;2133
703133;3447
495352;8557
376469;9684
613673;1424
703354;3221
703133;3410
613673;4094
613673;414
376469;6203
613770;855
703354;3294
703354;714
613673;4150
613673;2589
613673;4410
376469;4158
376469;398
703133;2022
613770;1073
613673;467
376469;4737
703133;3354
703133;1032
495352;5680
613673;4682
495352;1772
495352;3284
1863002;31190
1863002;34210
295370;36699
698008;23264
599719;3859
295370;36070
295370;24204
295370;36947
295370;32802
295370;10034
698008;28746
1863002;30218
1863002;202
295370;35434
295370;36904
295370;35161
698008;27259
698008;22483
599719;1033
599719;4044
295370;30654
599719;4087
295370;35305
1863002;27570
295370;35538
295370;30276
295370;37647
599719;2958
295370;35952
295370;33087
698008;20503
1863002;34382
698008;30881
295370;34828
698008;13719
857890;51453
542644;65907
669610;51154
669610;10784
542644;13264
542644;35063
542644;24031
669261;3891
542644;86332
1716000;90052
741795;6367
542644;77444
1716000;1138
600741;82757
542644;27672
542644;41032
542644;46169
542644;91953
669610;96342
542644;79363
1016261;1668
724009;3927
724009;19634
734004;17377
992453;4358
992453;4108
992453;6906
1016261;630
724009;19713
992453;6731
734004;81306
724009;11750
992453;6913
1016261;2097
724009;16950
1016261;2175
734004;16816
1016261;189
734004;17999
992453;6133
724009;1964
724009;19148
724009;2307
724009;7262
1016261;1270
992453;1311
724009;18997
542644;6892
542644;7745
542644;1052
542644;75455
669610;4757
542644;84353
542644;74450
542644;42037
542644;96146
600741;77771
542644;86275
1716000;16975
669261;97761
542644;1826
542644;10206
542644;52878
542644;91949
606634;93450
542644;89615
542644;1348
1716000;16093
542644;60184
1716000;17332
1716000;17411
542644;23771
542644;25783
542644;22644
542644;50226
669261;5181
669261;3963
996122;97835
542644;11397
542644;79782
542644;36784
542644;16243
542644;74891
669261;4765
542644;4669
542644;42814
542644;4238
637858;91063
1320009;5457
857890;145
323527;10917
1320009;32317
295370;35935
1863002;34426
360384;22370
360384;28001
619132;72161
1320009;98145
970751;4781
1320009;8958
1320009;5160
1320009;30025
323527;11632
698008;21066
1320009;7533
970751;4778
1320009;10632
107000;2532
637858;94651
599719;3114
698008;48190
599719;4081
619132;72698
857890;51485
878928;3699
295370;33860
1320009;7863
295370;37162
107000;9068
323527;10050
1863002;31639
295370;30018
970751;5534
360384;66
619132;71963
970751;2661
857890;50977
970751;6158
323527;6735
724009;1045
970751;6144
878928;13825
1863002;34650
1863002;37023
295370;32649
1320009;8727
295370;36541
1863002;33609
295370;14254
1131001;9076
1716000;18054
495352;6222
360384;23824
495352;6254
495352;7045
107000;683
698008;27145
613673;4845
495352;117
495352;8756
724009;17904
542644;53312
741795;2891
542644;19330
495352;6655
698008;25502
1320009;1812
495352;3466
542644;39889
323527;10080
495352;2476
703354;2617
698008;32435
698008;25991
613673;2576
613770;833
698008;29127
734004;93096
495352;9310
542644;63885
542644;22911
495352;3982
542644;22957
495352;9331
107000;5786
698008;20401
542644;11854
613673;1211
970751;6272
619132;72222
323527;19485
323527;993
542644;82471
970751;5140
992453;5488
1716000;93638
542644;87581
613673;1336
495352;7622
724009;19366
323527;9172
613673;470
107000;8665
1016261;531
1320009;12504
878928;12589
992453;2424
542644;48257
1320009;9102
1320009;1597
542644;19137
295370;32882
857890;50939
1320009;9126
542644;49937
698008;30208
295370;31771
992453;2878
295370;35078
542644;16947
599719;2716
1716000;4415
295370;33057
542644;77629
295370;34572
295370;670
698008;31432
724009;17879
542644;18265
542644;5086
734004;20506
542644;92167
703354;1495
703354;1912
703354;2222
703133;1913
703354;1991
703354;1265
703133;848
703133;1116
703354;3474
703354;2192
703133;2337
703354;3621
703133;3552
724009;18794
992453;659
734004;22805
734004;21925
724009;12955
724009;8217
724009;17920
992453;6444
992453;6858
724009;1492
724009;19812
992453;1244
542644;83978
1716000;13912
542644;91452
600741;1781
703133;3839
741795;5976
542644;73947
1716000;92816
495352;311
669261;2081
542644;23120
606634;96242
542644;12944
542644;85970
495352;5633
703133;3469
1716000;90284
703133;329
606634;93597
1716000;19254
542644;8696
542644;14514
542644;53727
669261;3776
542644;86908
1863002;37965
1863002;34968
1863002;30383
970751;3665
1863002;34890
295370;35480
698008;31729
599719;3628
970751;7116
107000;9606
360384;22712
599719;2821
599719;3596
698008;23425
619132;73271
1863002;38092
1863002;27930
295370;33046
599719;3457
619132;71212
1863002;35121
360384;26583
878928;13667
295370;27225
1863002;32951
295370;37566
599719;4062
1863002;28631
1863002;36560
1863002;34010
1863002;34139
295370;35788
295370;24588
295370;27702
1863002;33487
295370;23320
295370;36929
1863002;31120
1863002;33185
1863002;31338
295370;33883
295370;31549
295370;34634
1863002;36767
295370;36903
295370;35191
734004;98750
724009;50528
734004;7951
724009;16891
542644;49925
542644;64145
542644;88276
542644;18076
669261;4877
542644;3032
542644;16362
542644;27442
669261;3849
741795;6185
542644;52769
542644;15463
741795;50359
542644;91850
669261;3494
542644;64746
542644;48158
1716000;10805
542644;59083
542644;48098
1716000;4556
542644;15021
542644;96648
606634;94051
360384;25591
360384;20116
295370;32600
295370;29828
295370;31655
295370;25487
1863002;34078
1863002;28413
1863002;32788
295370;23172
1863002;37622
1863002;34444
1863002;37658
1320009;32543
619132;72548
619132;71362
992461;30683
992461;98008
992461;6550
992461;19849
992461;5640
992461;97367
992461;7872
992461;8775
992461;2485
992461;8978
613770;1370
495352;9019
613673;1875
495352;5697
613673;2366
495352;8714
613673;1981
992461;98292
992461;30186
613673;2412
613673;3960
992461;1757
992461;7155
992461;96970
613673;72
992461;98134
992461;620
703133;3392
613770;948
992461;5160
992461;7920
992461;3262
992461;4930
613770;1472
613770;4215
613673;1601
613770;4217
613673;391
613673;4673
992461;3411
992461;6409
992461;96203
992461;97861
613673;2378
1031538;13765
992461;2371
1031538;16723
1031538;10596
1031538;23273
992461;96830
992461;30145
992461;30230
992461;6649
992461;5702
992461;98473
992461;18098
992461;8745
992461;97134
992461;6368
992461;30104
992461;30236
992461;40207
992461;6876
992461;18933
992461;5887
992461;7973
992461;40103
992461;4874
992461;97960
992461;30059
992461;30301
992461;8097
992461;98989
992461;868
992461;97393
992461;30731
992461;531
992461;40160
992461;30309
992461;1123
992461;98680
992461;40163
992461;7459
613770;1567
613770;226
613770;3943
992461;1715
992461;30285
992461;15441
992461;97767
992461;96820
992461;2874
613673;595
992461;4109
613673;2566
992461;96851
613673;4963
1031538;17355
992461;4649
992461;3178
1031538;24276
992461;5273
992461;97438
992461;5187
992461;97619
992461;3147
849;98216
849;20893
849;73399
849;91539
849;75489
849;17717
849;78058
849;49117
849;75031
849;46877
849;49980
849;67327
849;99200
849;74544
849;70057
849;54296
849;75722
849;16695
849;75288
849;61137
849;70651
849;77556
849;30918
849;68222
849;77144
849;46307
849;94765
849;98417
849;56718
849;72456
849;75901
849;26973
849;40185
849;73939
849;68485
849;88690
849;74488
849;48196
849;40707
849;23105
849;70886
849;15175
849;52595
849;72586
849;59218
849;67365
849;93260
849;71944
849;69486
849;40687
849;31889
849;32634
849;35325
849;19823
849;68797
849;66196
849;71098
849;93465
111;8767
111;8092
455;97208
111;9957
857890;51511
111;9855
111;31263
619132;73777
1031538;24767
1031538;23878
1031538;13143
1031538;24420
1031538;14186
1582003;7316
992461;5229
1031538;12661
992461;98177
1031538;24113
1582003;16050
1031538;14820
992461;97023
1031538;16132
613770;4212
1582003;166
1031538;5714
1582003;18169
1031538;13513
1031538;22750
1582003;15297
1031538;24861
992461;1057
992461;40105
1031538;1012
1582003;24907
992461;7289
1031538;12340
1031538;13148
992461;30241
1582003;4760
1031538;6489
992461;40039
992461;98369
613673;2360
992461;98290
1031538;12869
992461;96246
1002520;134
613770;669
970751;6726
970751;7138
970751;4929
970751;6242
970751;6833
376469;2724
495352;3846
376469;5708
376469;9605
495352;5912
495352;7782
376469;10678
495352;2377
376469;9489
495352;8848
376469;9904
703354;3994
376469;8839
495352;7869
376469;1205
495352;9397
376469;10708
495352;9460
703354;4048
703354;4035
495352;2019
703354;3840
376469;9990
613673;1492
637858;91013
1320009;19633
637858;23113
323527;6354
1131001;8365
970751;6943
323527;19214
360384;20154
360384;26446
698008;26164
698008;31843
542644;5138
669610;5265
698008;48308
698008;25257
698008;32419
703354;3137
698008;31560
698008;31171
376469;4626
376469;910
741795;5738
542644;1616
360384;24489
360384;25340
698008;19485
360384;24580
360384;25713
360384;22593
698008;27718
698008;31392
970751;5226
542644;2846
606634;97241
542644;21892
542644;58364
606634;94129
542644;1852
1716000;16519
698008;31991
295370;33520
295370;33366
703354;895
376469;4511
107000;9581
376469;6467
295370;37066
698008;31379
107000;1865
970751;4227
323527;10317
323527;10857
323527;17676
323527;8173
376469;4925
376469;862
698008;32010
495352;3757
495352;4722
376469;601
1863002;29587
698008;21627
376469;7111
495352;5788
698008;31288
376469;7193
703133;2248
495352;8546
703354;3206
703354;110
376469;5258
376469;4611
376469;9135
637858;90017
376469;10228
295370;29805
1320009;32683
1320009;7393
619132;74491
1320009;14308
637858;94526
857890;167
1320009;8539
637858;91336
857890;50036
1320009;23342
1320009;14173
637858;90088
637858;90636
734004;97998
857890;401
1716000;91807
669610;4490
542644;3061
542644;39886
1716000;12783
542644;74877
542644;70016
542644;22874
542644;49243
542644;2278
542644;1680
542644;48911
542644;5073
542644;80079
542644;86239
741795;6371
741795;5127
542644;88360
542644;4000
600741;894
542644;56208
734004;15873
542644;47995
1716000;2969
734004;2263
970751;5021
857890;51017
1320009;99144
857890;50109
1320009;32934
1320009;14920
857890;346
1320009;25338
1320009;99917
637858;94752
1320009;32427
1320009;790
1320009;32426
619132;73481
698008;28913
970751;7321
495352;4810
495352;4863
376469;9515
376469;4506
698008;29810
703133;86
698008;30217
698008;16740
376469;6739
376469;6644
495352;118
360384;25275
360384;20181
1863002;35075
360384;23707
360384;21335
360384;22507
360384;23738
698008;25445
878928;4108
703354;3985
698008;25995
495352;8512
376469;10267
698008;28466
734004;6065
724009;16418
495352;7336
734004;94531
734004;97687
360384;26406
542644;26008
542644;93568
698008;23017
698008;29974
698008;3322
970751;5822
698008;25348
1716000;17652
669610;74504
542644;93140
542644;49652
107000;2014
542644;89829
542644;47637
542644;22440
542644;11815
698008;8242
542644;88680
542644;13332
698008;21831
542644;77594
542644;20727
1320009;9308
1320009;5585
637858;91039
1320009;29254
1320009;22391
619132;72877
1320009;14496
857890;51170
1320009;5243
619132;74925
1320009;3163
637858;92958
637858;90509
857890;50736
637858;91589
1320009;14017
1320009;32280
1320009;7029
1320009;2863
1320009;9964
1320009;22566
734004;19453
107000;4654
599719;2908
724009;16479
724009;16794
734004;19344
107000;9383
599719;3060
295370;30060
599719;3966
599719;26323
703133;1787
376469;6730
295370;20950
376469;8234
295370;34532
295370;37404
295370;25541
295370;31825
734004;16902
295370;23459
703354;2916
698008;31525
376469;10257
295370;31118
703354;3131
495352;6553
295370;23638
295370;27892
599719;3018
542644;80001
542644;51162
542644;80021
542644;12183
542644;20363
542644;86176
542644;49236
542644;87104
542644;87147
542644;49946
1716000;319
698008;14361
698008;28820
360384;21716
698008;12665
107000;4955
107000;1457
698008;22150
295370;32016
295370;31705
295370;23972
107000;3866
107000;9534
1863002;20605
599719;3995
295370;31856
295370;24226
295370;30722
295370;23644
295370;35943
295370;31642
295370;36974
295370;37045
295370;12252
1863002;26199
599719;3892
376469;7945
857890;51392
295370;34906
107000;9693
107000;11200
107000;9588
1320009;20532
619132;73229
619132;92919
107000;8981
295370;36712
107000;3892
107000;5084
376469;4486
376469;10123
376469;3053
376469;8091
376469;6966
703354;1216
613673;4180
376469;4218
376469;10080
376469;4284
703354;170
376469;1138
495352;6701
376469;592
376469;4653
376469;71
376469;94
376469;9122
703354;1019
703354;1205
495352;5211
376469;10474
703354;1885
495352;6343
703354;2415
376469;844
376469;7583
703354;2462
495352;6749
703354;582
376469;10093
376469;10498
376469;9557
376469;10089
376469;6575
376469;7584
376469;5660
376469;9249
495352;7095
703133;1146
376469;10002
613673;998
376469;9775
613673;4371
360384;20912
1016261;1669
107000;223
724009;16022
724009;19280
1016261;196
724009;4197
1016261;1641
1016261;435
734004;7986
992453;6534
734004;99725
734004;18839
734004;25391
992453;6821
992453;3606
992453;52
992453;5249
734004;3069
734004;22521
734004;7630
734004;12568
734004;97753
992453;6077
734004;7408
734004;82213
992453;953
724009;51230
734004;17314
724009;19839
724009;6337
992453;931
724009;19804
724009;18586
1016261;1230
724009;17283
724009;17215
992453;6120
724009;4510
724009;16641
542644;68364
542644;87729
600741;84320
542644;87432
542644;4393
606634;97322
542644;4988
669261;4701
542644;22211
542644;6040
542644;27285
542644;18558
542644;56715
600741;5623
1716000;17664
542644;25176
542644;1117
542644;45341
600741;5528
542644;83930
1716000;17821
542644;77590
606634;97165
542644;53506
669610;60461
542644;15189
600741;1704
669261;4788
542644;10159
542644;16491
669261;5075
542644;62632
542644;42291
669610;5330
542644;3626
542644;69063
669261;5098
996122;96049
542644;92218
741795;4904
542644;3185
542644;25281
542644;15284
669261;5193
542644;24527
542644;86521
669610;5531
542644;4221
542644;77606
542644;24773
741795;40039
1716000;3158
542644;11929
542644;9665
1716000;3218
542644;49352
542644;99917
669610;2583
542644;24736
542644;15311
542644;91630
542644;8146
542644;5349
542644;95522
1716000;19315
542644;22772
669261;4446
542644;76814
542644;88119
606634;90010
542644;31478
741795;5926
669610;4755
741795;5608
542644;3497
542644;54626
600741;96437
1716000;18373
1716000;17649
600741;2526
669261;3584
600741;1044
542644;31109
542644;92221
542644;23169
542644;82064
542644;95466
741795;5095
542644;43685
542644;13816
542644;5452
669610;5190
542644;2902
542644;74243
542644;85965
542644;89884
542644;88499
542644;5333
669261;5161
542644;8623
724009;17184
724009;18721
734004;20742
734004;9619
734004;7874
734004;16541
734004;10425
734004;22284
734004;15880
734004;778
734004;9836
724009;19225
734004;8449
734004;6285
734004;21214
734004;11913
734004;10651
992453;3356
724009;51002
724009;4127
992453;3014
1016261;1273
1016261;801
992453;2025
992453;2363
992453;6872
741795;40404
542644;24872
542644;71835
542644;15113
542644;71367
542644;75305
542644;27470
542644;3928
542644;27781
600741;618
600741;2949
542644;25669
741795;6099
996122;97739
542644;14884
600741;85615
542644;88109
542644;39225
542644;50178
542644;88963
542644;88022
542644;22614
542644;80912
542644;74834
542644;88136
542644;75029
669261;4338
542644;19306
741795;6151
542644;3618
542644;1478
606634;96382
542644;99874
600741;449
1716000;97122
542644;20616
542644;25377
542644;5008
542644;50925
542644;45659
1716000;2913
542644;77881
669610;4546
542644;5010
542644;47188
542644;4044
542644;45642
1716000;19019
542644;72991
600741;78222
600741;86516
542644;61096
542644;35405
1716000;3081
542644;79681
542644;46592
542644;90109
542644;45545
1716000;15540
542644;86651
542644;45955
542644;18112
542644;18482
1716000;15343
542644;49950
542644;45102
542644;63061
542644;41969
599719;24921
637858;90891
637858;91541
637858;90961
619132;73565
376469;8303
637858;91718
970751;260
970751;5795
970751;6822
295370;27440
970751;5093
970751;5359
542644;72926
669610;5396
542644;74569
1716000;18053
1716000;12122
542644;35564
542644;36197
992453;6418
741795;6299
542644;34681
613673;2362
542644;33835
669610;2632
542644;116
542644;89527
1716000;10687
542644;2808
542644;20967
542644;20559
542644;89355
542644;49693
542644;70264
1716000;5818
542644;21324
724009;18637
970751;7128
970751;87
970751;2563
734004;8902
734004;94666
992453;3003
295370;30531
878928;379
1582003;24191
1017039;8028
323527;18454
323527;8949
878928;12616
992453;331
734004;8975
992453;5930
323527;18128
1582003;6697
878928;12599
1582003;13916
724009;18808
1131001;8326
323527;22523
992453;4351
734004;22268
1017039;8368
992453;4543
1582003;24196
323527;9865
734004;22455
734004;97530
878928;12866
295370;32923
724009;18905
599719;2926
724009;19655
1131001;5541
734004;16938
323527;21962
1017039;9047
1582003;12875
734004;15014
734004;14410
724009;7159
323527;12387
734004;13030
970751;7199
1017039;8415
1131001;8662
724009;1093
724009;51007
360384;22464
698008;31096
360384;25071
107000;9113
107000;1867
107000;2938
698008;28830
107000;2504
360384;23272
360384;24556
698008;25484
360384;24590
360384;26538
698008;32200
698008;30305
698008;28945
698008;31974
360384;26021
107000;5088
107000;660
360384;22373
698008;28004
698008;12186
360384;23924
107000;12341
1716000;16237
995975;365
613339;8660
542644;64696
995975;34617
1320009;3371
995975;11292
619132;72763
857890;50739
542644;17439
1716000;12242
542644;38522
542644;45710
542644;42094
542644;88111
741795;1478
995975;35014
1002520;11946
1320009;32640
995975;33178
619132;73731
619132;70017
1716000;9677
542644;3180
637858;91690
669610;4670
542644;72150
995975;7315
1716000;6728
542644;66807
857890;50794
1716000;8109
1716000;8693
637858;91267
995975;15018
542644;53938
857890;50049
619132;72376
741795;5792
1320009;14418
1320009;28246
637858;90374
1716000;18890
542644;71220
1320009;19191
637858;90973
1320009;13764
542644;91185
995975;33677
542644;48425
542644;97215
613339;8291
1320009;9705
990590;13258
995975;11437
619132;74539
619132;73487
606634;97029
542644;87494
995975;13021
613673;1327
995975;10916
995975;6909
995975;10127
637858;90012
995975;35248
542644;41932
990590;22084
669610;4853
613339;2535
1716000;93111
669610;5352
1320009;18291
619132;75063
1320009;7245
995975;7166
613673;1316
619132;73327
1002520;23828
619132;70612
995975;13946
542644;87610
669610;50897
542644;39423
1002520;22911
542644;91758
669610;1033
542644;45658
995975;30994
542644;61756
857890;50136
619132;73477
1716000;90034
1320009;26281
1716000;191
669610;4964
741795;6132
542644;59427
1320009;27343
1716000;16987
1716000;94357
669610;50965
1320009;6684
542644;8257
995975;1665
606634;97121
995975;33034
741795;5498
996122;97747
542644;32728
542644;12178
542644;45483
1716000;92348
542644;53339
996122;94993
1320009;32488
995975;34362
1716000;787
542644;48973
669610;412
995975;15137
619132;73860
542644;37690
995975;88833
619132;71491
613673;1897
542644;36014
542644;20125
613673;3821
542644;4445
669610;5587
1320009;27138
619132;75051
669610;5008
995975;33042
542644;17932
1716000;5567
995975;13829
1716000;575
542644;18410
1716000;394
542644;49025
1002520;23147
1320009;15936
1320009;21701
1716000;15089
542644;55428
542644;10286
542644;73739
606634;96312
606634;94168
1716000;574
669610;311
669610;85732
857890;51123
542644;87268
542644;12450
619132;79572
1716000;15401
669610;2220
741795;526
995975;8955
995975;34971
542644;89014
1002520;23834
1002520;97
1320009;13855
1002520;24238
995975;9845
995975;1702
1320009;27396
1002520;24051
1320009;13543
606634;94475
606634;97133
990590;22924
542644;62040
995975;2990
1002520;24006
619132;74992
600741;2972
995975;7019
619132;71322
542644;59970
995975;34059
1002520;78
995975;33380
606634;97022
1002520;58
995975;8365
995975;11034
1002520;12731
1002520;13676
857890;50491
600741;2036
1002520;12042
995975;33885
1002520;24154
995975;9525
613339;7296
995975;34466
1716000;17114
606634;1833
741795;1844
741795;6032
1716000;17732
995975;8375
1002520;24074
1002520;22309
669261;8657
1716000;18937
1320009;15313
606634;97286
669610;5588
606634;96936
1320009;29165
990590;22915
542644;25130
995975;88959
542644;7986
600741;2299
606634;97249
1002520;93
990590;202
542644;58528
542644;59902
606634;96927
613673;4035
1002520;23291
1716000;93673
995975;34051
857890;50684
995975;34739
542644;88323
1320009;17553
619132;70191
600741;2011
669261;5081
996122;94146
990590;23109
542644;26903
606634;94696
857890;367
1002520;24119
1320009;22443
542644;4498
619132;72089
995975;89028
542644;24273
1002520;49
1002520;24172
995975;35289
1002520;24092
606634;91247
542644;83319
741795;5869
613339;14846
1320009;3850
1716000;15218
542644;72482
323527;18530
1131001;8853
1016261;2224
970751;6979
970751;7324
323527;12433
1582003;5268
323527;19505
323527;17634
1131001;7575
360384;25411
1582003;24783
1582003;24255
970751;6506
698008;30010
698008;28747
1582003;16070
698008;25680
107000;9320
360384;24331
360384;25397
878928;13281
878928;2533
323527;18349
1582003;22948
698008;26131
1016261;296
1863002;35816
1016261;2234
1131001;8453
970751;3644
599719;24814
970751;7042
107000;3836
878928;13837
970751;7204
1582003;23773
1582003;7537
107000;4646
1017039;85
724009;17426
1582003;15215
323527;9394
970751;6317
970751;5406
323527;10233
698008;30039
698008;32106
1131001;2593
970751;3917
698008;31430
970751;6794
1582003;23436
970751;7364
970751;5850
970751;5999
970751;5738
970751;7090
970751;6818
970751;5008
698008;29524
599719;1902
1131001;6244
323527;17144
323527;19119
1582003;22765
323527;11915
323527;19589
323527;10595
1582003;23675
323527;10973
698008;32057
360384;25738
724009;15712
1582003;23247
323527;19461
323527;18016
1016261;628
599719;3704
698008;29552
1582003;16376
1017039;8841
323527;17499
107000;1416
323527;17916
323527;18497
992453;4952
1582003;18226
1582003;21988
1582003;24801
323527;19305
295370;32352
698008;22102
698008;26411
1863002;25467
724009;5870
724009;7749
992453;6955
878928;13778
970751;3822
970751;7297
724009;16901
1017039;9073
323527;19250
1016261;1656
970751;6034
1016261;780
